"계","계","홍천군",745,1088.8
"계","계","횡성군",551,1193.1
"계","계","영월군",448,1181.5
"계","계","평창군",412,1003.4
"계","계","정선군",422,1178.4
"계","계","철원군",426,973.6
"계","계","화천군",245,1004.1
"계","계","양구군",185,844.3
"계","계","인제군",263,826.8
"계","계","고성군",331,1233.0
"계","계","양양군",311,1120.7
"계","계","충청북도",11941,750.4
"계","계","충주시",1770,848.0
"계","계","제천시",1195,908.2
"계","계","청주시",4543,538.9
"계","계","청원군",-,-
"계","계","보은군",486,1522.1
"계","계","옥천군",672,1343.0
"계","계","영동군",672,1448.8
"계","계","진천군",594,706.3
"계","계","괴산군",541,1403.7
"계","계","음성군",828,899.9
"계","계","단양군",392,1373.3
"계","계","증평군",248,680.2
"계","계","충청남도",16326,774.1
"계","계","천안시",3131,477.8
"계","계","공주시",1156,1119.9
"계","계","보령시",1023,1036.0
"계","계","아산시",1758,551.6
"계","계","서산시",1242,707.9
"계","계","논산시",1281,1115.7
"계","계","계룡시",180,419.4
"계","계","당진시",1280,771.4
"계","계","금산군",640,1263.8
"계","계","연기군",-,-
"계","계","부여군",901,1404.8
"계","계","서천군",719,1411.6
"계","계","청양군",494,1616.5
"계","계","홍성군",892,899.2
"계","계","예산군",976,1267.4
"계","계","태안군",653,1061.5
"계","계","당진군",-,-
"계","계","전라북도",15049,842.5
"계","계","전주시",3416,521.7
"계","계","군산시",1948,735.7
"계","계","익산시",2330,836.5
"계","계","정읍시",1253,1173.9
"계","계","남원시",895,1122.6
"계","계","김제시",1052,1296.1
"계","계","완주군",828,910.3
"계","계","진안군",365,1456.6
"계","계","무주군",339,1423.7
"계","계","장수군",269,1232.6
"계","계","임실군",422,1570.1
"계","계","순창군",420,1543.6
"계","계","고창군",737,1373.8
"계","계","부안군",775,1515.5
"계","계","전라남도",17568,958.4
"계","계","목포시",1526,693.6
"계","계","여수시",2016,727.2
"계","계","순천시",1796,639.6
"계","계","나주시",1041,900.2
"계","계","여천시",-,-
"계","계","광양시",842,558.8
"계","계","담양군",534,1162.2
"계","계","곡성군",381,1379.5
"계","계","구례군",367,1446.6
"계","계","여천군",-,-
"계","계","고흥군",1086,1723.0
"계","계","보성군",630,1588.2
"계","계","화순군",634,1018.8
"계","계","장흥군",524,1418.5
"계","계","강진군",483,1422.0
"계","계","해남군",952,1408.4
"계","계","영암군",620,1171.3
"계","계","무안군",745,843.6
"계","계","함평군",442,1406.7
"계","계","영광군",619,1186.2
"계","계","장성군",563,1290.2
"계","계","완도군",700,1427.1
"계","계","진도군",440,1443.7
"계","계","신안군",627,1637.9
"계","계","경상북도",22928,875.2
"계","계","포항시",3198,638.3
"계","계","경주시",2312,920.0
"계","계","김천시",1300,929.9
"계","계","안동시",1641,1043.2
"계","계","구미시",1779,431.0
"계","계","영주시",1148,1124.9
"계","계","영천시",1163,1146.5
"계","계","상주시",1194,1245.0
"계","계","문경시",864,1221.1
"계","계","경산시",1640,619.7
"계","계","군위군",357,1553.5
"계","계","의성군",927,1824.3
"계","계","청송군",348,1410.1
"계","계","영양군",246,1499.7
"계","계","영덕군",562,1581.4
"계","계","청도군",650,1553.6
"계","계","고령군",426,1381.4
"계","계","성주군",552,1286.7
"계","계","칠곡군",821,723.0
"계","계","예천군",651,1173.7
"계","계","봉화군",466,1509.5
"계","계","울진군",609,1266.7
"계","계","울릉군",74,836.4
"계","계","경상남도",23392,706.4
"계","계","창원시",-,-
"계","계","마산시",-,-
"계","계","진주시",2343,676.4
"계","계","진해시",-,-
"계","계","통영시",994,788.2
"계","계","사천시",1045,951.0
"계","계","김해시",2624,488.0
"계","계","밀양시",1188,1148.1
"계","계","거제시",1172,483.5
"계","계","양산시",1815,515.3
"계","계","통합창원시",5657,549.5
"계","계","의령군",458,1731.2
"계","계","함안군",686,1088.4
"계","계","창녕군",823,1363.9
"계","계","고성군",657,1297.3
"계","계","남해군",670,1580.2
"계","계","하동군",652,1485.8
"계","계","산청군",551,1602.8
"계","계","함양군",592,1539.9
"계","계","거창군",706,1157.3
"계","계","합천군",759,1760.8
"계","계","제주도",4229,630.3
"계","계","제주시",2887,590.1
"계","계","서귀포시",1342,738.4
